Costar Street — NCS|North|Roman Avenue
Costar Street — NCS|South|Railroad Avenue
Country Club Drive — MHT[Added 4-11-2006 by Ord. No. T.O. 14-2006]|Both|Garden Turnpike
Country Club Drive — MHT[Added 1-28-2003 by Ord. No. T.O. 2-2003]|Both|Knickerbocker Road
Country Club Drive — MHT|Both|Mill Spring Road
Country Club Drive — MHT|East|Fairway Lane
Country Club Drive — MHT|Northwest|Fairway Lane
Country Club Drive — MHT[Added 3-8-2011 by Ord. No. T.O. 3-2011]|Northwest|Old Estate Road
Country Club Drive — MHT|South|Soundview Crest
Country Club Drive — MHT[Added 3-8-2011 by Ord. No. T.O. 3-2011]|Southeast|Old Estate Road
Country Club Drive — MHT|West|Shelter Rock Road
Country Club Drive North — MHT|West|Vanderbilt Road
Country Village Lane — MHH[Added 12-16-1998 by Ord. No. T.O. 45-1998]|West|Flag Lane
Country Courthouse Road — GCP[Added 2-15-2000 by Ord. No. T.O. 4-2000]|Both|Madison Avenue
Country Courthouse Road — GCP[Added 2-15-2000 by Ord. No. T.O. 4-2000]|Both|Park Avenue
County Village Lane — NNH|East|Meadow Farm Road
Coventry Avenue — ALB|Both|Devon Road
Coventry Avenue — ALB|Both|Lynton Road
Coventry Avenue — ALB[Added 12-10-2002 by Ord. No. T.O. 66-2002]|West|Willis Avenue
Covert Street — NCS|Both|Broadway
Covert Street — NCS[Added 2-15-2012 by Ord. No. T.O. 4-2012]|Southwest|Grand Boulevard
Covert Street — PTW|East|Jackson Street
Cow Neck Road — PTW[Added 9-12-2006 by Ord. No. T.O. 27-2006]|Both|Port Drive
Cow Neck Road — PTW[Added 9-12-2006 by Ord. No. T.O. 27-2006]|North|John Philip Sousa School driveway (approximately 420 feet north of the north curbline of Shore Road)
Cow Neck Road — PTW[Added 9-12-2006 by Ord. No. T.O. 27-2006]|Both|John Philip Sousa School driveway (approximately 475 feet north of the north curbline of Shore Road)
Cow Neck Road — PTW|South|Shore Road
Crescent Road — PTW|North|Beacon Hill Road
Crescent Road — PTW[Added 3-31-2009 by Ord. No. T.O. 10-2009]|Northwest|Summit Road (eastern end)
Crescent Road — PTW[Added 3-31-2009 by Ord. No. T.O. 10-2009]|Southeast|Summit Road (eastern end)
Crescent Road — PTW[Added 3-31-2009 by Ord. No. T.O. 10-2009]|Northwest|Summit Road (western end)
Crescent Road — PTW[Added 3-31-2009 by Ord. No. T.O. 10-2009]|Southeast|Summit Road (western end)
Crescent Road — PTW|West|Ridge Drive
Crest Road — MHH|Both|East Lane
Crest Road — NHP|Northwest|Robby Lane
Crest Road — NHP|South|Old Courthouse Road
Crest Hollow Lane — ALB[Added 4-27-2010 by Ord. No. T.O. 11-2010]|South|I.U. Willets Road
Crestwood Road — PTW[Added 8-10-2004 by Ord. No. T.O. 26-2004]|Both|Salem Lane
Crestwood Road — PTW|North|Colonial Road
Crosby Avenue — ALB|Both|Chaffee Avenue
Crosby Avenue — ALB|Both|Funston Avenue
Cross Street — PTW|North|Avenue B
Cross Street — PTW|South|Avenue A
Crosswood Road — GNK|Both|Bayside Drive
Crosswood Road — GNK|North|Hawthorne Lane
Crosswood Road — GNK[Amended 1-31-2017 by Ord. No. T.O. 2-2017]|South|Shore Park Road
Crown Top Road — MHT[Added 6-4-2002 by Ord. No. T.O. 32-2002]|South|Quaker Ridge Road
Croyden Court — ALB|Both|Amherst Road
Croyden Court — ALB|Both|Argyle Road
Croyden Court — ALB|North|Hilldale Road
Croyden Court — ALB[Added 1-6-2004 by Ord. No. T.O. 4-2004]|North|Valentine Drive
Croyden Street — NHP|South|Bryant Avenue
Crystal Place — GCP|West|Armstrong Road
Cumberland Avenue — GNK|Both|Clark Drive
Cumberland Avenue — GNK|West|Spinney Hill Drive
Curtis Avenue — CRL|Both|Mitchell Avenue
Curtis Avenue — CRL|Both|Cherry Lane
Cutter Avenue — GNK|East|Nassau Road
Stop Sign on|Direction of Travel|At Intersection of
* School crossing.
** Hinged-type sign.
Dallas Avenue — NHP|Both|Terrace Boulevard
Dallas Avenue — NHP[Added 3-27-2007 by Ord. No. T.O. 11-2007]|East|Leonard Boulevard
Davis Avenue — PTW|Both|Mackey Avenue
Davis Avenue — PTW|Both|Mitchell Road
Davis Avenue — PTW[Added 2-11-2003 by Ord. No. T.O. 3-2003]|East|Haven Avenue
Davis Avenue — PTW|West|Richards Road
Davis Avenue — PTW|West|South Bayles Avenue
Dawn Lane — SRT|North|Sunset Road North
Dawn Lane — SRT|South|Sunset Road South
Day Court — GNK|South|Allenwood Road
Dayton Street — NCS[Added 10-21-1997 by Ord. No. T.O. 36-1997]|North|Grand Boulevard
Deepdale Parkway — ALB|Both|Albertson Parkway
Deepdale Parkway — ALB[Added 9-27-2018 by Ord. No. T.O. 14-2018]|Both|Arleigh Drive
Deepdale Parkway — ALB|Both|Beverly Drive
Deepdale Parkway — ALB|Both|Nassau Drive
Deepdale Parkway — ALB[Added 10-17-2000 by Ord. No. T.O. 43-2000]|Both|Netherwood Drive
Deepdale Parkway — ALB|Both|Parkland Drive
Deepdale Parkway — RHT|Both|Meadow Lane
Deepdale Parkway — RHT|North|Hillturn Lane
Deerfield Road — PTW[Added 8-10-2004 by Ord. No. T.O. 26-2004]|East|Crestwood Road
Delano Court — NHP[Added 10-16-2001 by Ord. No. T.O. 40-2001]|Both|Pilgram Street
Delano Court — NHP[Added 3-12-2013 by Ord. No. T.O. 3-2013]|East|New Hyde Park Road
Delano Court — NHP|West|Kamda Boulevard
Delaware Avenue (north side of dividing island) — PTW|East|Eastern end of dividing island
Delaware Avenue — PTW|West|North Bayles Avenue
Dennis Street — GCP|Both|Old Broadway
Dennis Street — GCP|Both|Second Avenue
Dennis Street — GCP|East|Fifth Avenue
Dennis Street — MHT|Both|Norgate Road
Derby Road — PTW[Added 10-26-2010 by Ord. No. T.O. 36-2010]|North|Essex Court
Derby Road — PTW|South|Essex Court
Devon Road — ALB[Added 10-22-1996 by Ord. No. T.O. 54-1996]|Both|Coventry Avenue
Devon Road — ALB|Both|Dorset Avenue
Devon Road — ALB|Both|Hampton Avenue
Devon Road — ALB[Added 1-25-2000 by Ord. No. T.O. 3-2000]|Both|Meldon Avenue
Devon Road — GNK|Both|Oxford Boulevard
Devon Road — GNK[Added 10-16-2001 by Ord. No. T.O. 41-2001]|Both|Picadilly Road
Devon Road — GNK|North|Wooley's Lane
Devon Road — GNK|South|Wooley's Lane
Devonshire Drive — GCP|Both|Bixley Drive
Devonshire Road — NHP|Both|Park Circle West
Devonshire Drive — NHP|Both|Porter Road
Devonshire Drive — NHP|Both|Yorkshire Drive
Devonshire Drive — NHP[Added 5-6-1997 by Ord. No. T.O. 12-1997]|North|Tenafly Drive
Devonshire Drive — NHP|Northeast|Wilson Boulevard
Devonshire Drive — NHP[Added 5-6-1997 by Ord. No. T.O. 12-1997]|South|Tenafly Drive
Devonshire Drive — NHP|South|Wilson Boulevard
Dewey Avenue — ALB|Both|Schley Avenue
Dewey Avenue — ALB|North|Sampson Avenue
Dewey Street — MHT[Added 10-21-2003 by Ord. No. T.O. 41-2003]|South|Bayview Avenue
Dickens Street — NCS|East|Grand Boulevard
Division Street — NCS|Both|Bond Street
Division Street — NCS|Both|Elizabeth Street
Division Street — NCS|Both|Pearl Street
Dogwood Lane — HRK|West|Linden Street
Dogwood Road — ALB|East|Birch Drive
Dogwood Road — RSN|Both|Elm Drive
Dogwood Road — SRT|East|School Drive
Dogwood Road — SRT|Southeast|Parkview Drive
Dogwood Road — SRT|West|Birch Hill
Dogwood Road — SRT|West|Parkview Drive
Dogwood Road — SRT|West|The Dell
Dorset Avenue — ALB[Added 7-24-2001 by Ord. No. T.O. 29-2001]|Both|Bethel Road
Dorset Avenue — ALB|Both|Devon Road
Dorset Avenue — ALB[Added 12-10-2002 by Ord. No. T.O. 66-2002]|East|Albertson Avenue
Dorset Avenue — ALB|East|In Place
Dorset Avenue — ALB|West|Branton Place
Dorset Road — GNK|Both|Norfolk Road
Dorset Road — GNK|East|Merrivale Road
Dorset Road — GNK|West|Somerset Drive
Douglas Street — CRL[Added 5-11-2004 by Ord. No. T.O. 16-2004]|North|Garden Avenue
Douglas Street — CRL|South|Winnie Court
Dover Road — MHT|Both|Village Road
Dover Road — MHT|South|Chapel Road
Dow Avenue — CRL|Both|Park Avenue
Dryden Street — NCS|Both|Longfellow Avenue
Dryden Street — NCS|Both|Tennyson Avenue
Dryden Street — WBY[Added 7-31-2007 by Ord. No. T.O. 25-2007]|West|School Street
Duke Drive — MHH|North|Robby Lane
Duke Drive — MHH|North|Royal Way
Duke Drive — MHH|South|Summit Lane
Duke Drive — NHP|South|Old Courthouse Road
Durham Road — NHP|Both|Mayfair Road
Durham Road — NHP|Both|Surrey Road
Durham Road — NNH|East|Primrose Drive
Dyckman Avenue — GCP[Added 2-15-2000 by Ord. No. T.O. 4-2000]|East|County Courthouse Road
Dyckman Avenue — GCP[Added 7-10-2012 by Ord. No. T.O. 14-2012]|East|Nassau Boulevard
Dyckman Avenue — GCP[Added 7-10-2012 by Ord. No. T.O. 14-2012]|West|Nassau Boulevard
Dyckman Avenue — GCP[Added 7-10-2012 by Ord. No. T.O. 14-2012]|West|Seventh Avenue
Stop Sign on|Direction of Travel|At Intersection of
* School crossing.
** Hinged-type sign.
East Broadway — NCS|East|Maplewood Drive
East Broadway — NCS/WBY[Added 3-11-2003 by Ord. No. T.O. 11-2003; amended 5-13-2014 by Ord. No. T.O. 6-2014]|Southwest|Prospect Avenue
Eastern Crest Road — PTW|West|Evelyn Road
East Court — RHT[Added 7-29-2008 by Ord. No. T.O. 22-2008]|North|North Court
East Drive — MHT[Added 5-3-2011 by Ord. No. T.O. 8-2011]|North|Centre Drive
East Drive — MHT[Added 5-3-2011 by Ord. No. T.O. 8-2011]|South|Centre Drive
East Fourth Street — NCS|Both|Oliver Avenue
East Gate — MHT||Northern Boulevard
East Gate — MHT|Both|Rockcrest Road
East Gate — MHT[Amended 9-1-1998 by Ord. No. T.O. 33-1998]|Both|Old Mill Road
East Lane — MHH|South|Crest Road
East Mill Drive — GNK[Added 12-16-1997 by Ord. No. T.O. 43-1997]|North|Terrace Circle
East Street — HRK|North|Union Street
East Street — NHP|Both|Elm Lane
East Street — NHP|Both|Pine Street
East Street — NHP[Added 7-18-2006 by Ord. No. T.O. 24-2006]|North|Prince Street
East Street — NHP[Added 1-26-2010 by Ord. No. T.O. 4-2010]|South|Oak Lane
East Street — NHP[Added 12-8-2009 by Ord. No. T.O. 29-2009]|South|Union Street
Eaton Road — NNH|Both|Durham Road
Edgemere Drive — ALB|Both|The Dell
Edgewood Drive — NHP|South|Bellwood Drive
Edgewood Drive — NHP|West|Betty Road
Eighth Street — CRL|Both|Titus Avenue
Eighth Street — CRL|East|Rushmore Avenue
Eighth Street — CRL|West|Jamaica Boulevard
Eighth Street — GCP|West|Denton Avenue
80th Avenue — NHP|Both|Stewart Avenue
81st Avenue — NHP|East|Stewart Avenue
82nd Avenue — NHP|East|Stewart Avenue
83rdAvenue — NHP|East|Stewart Avenue
85th Avenue — FPC[Added 6-8-1999 by Ord. No. T.O. 19-1999]|East|Willis Avenue
Elizabeth Street — NCS|South|Broadway
Elizabeth Street — NCS/WBY[Added 5-13-2014 by Ord. No. T.O. 6-2014]|North|Prospect Avenue
Elliot Road — GNK|Both|Vista Road
Elm Drive — NHP|Both|Pinewood Lane
Elm Drive — SRT|Both|Dogwood Road
Elm Drive — SRT|North|Irene Drive
Elm Street — PTW|Both|Beach Road
Elm Street — PTW[Added 6-6-2000 by Ord. No. T.O. 24-2000]|Both|Fairview Avenue
Elm Street — PTW|Both|Highland Avenue
Elm Street — PTW|North|Bogart Avenue
Elm Street — PTW|North|Park Avenue
Elm Street — PTW|South|Park Avenue
Elm Street — RHT|Both|Jefferson Avenue
Elm Street — RHT|Both|Madison Avenue
Elm Street — RHT[Added 8-24-2010 by Ord. No. T.O. 29-2010]|Both|Marwill Place
Elm Street — RHT|Both|Plympton Avenue
Elm Street — RHT|East|Carlyle Place
Elton Road — NHP[Added 3-9-2004 by Ord. No. T.O. 13-2004]|Both|Laurel Drive
Elton Street — NCS|Both|Oliver Avenue
Elton Street — NCS[Added 10-21-1997 by Ord. No. T.O. 36-1997]|North|Grand Boulevard
Emerson Court (at its northern end) — WBY[Added 9-21-1999 by Ord. No. T.O. 26-1999]|East|Longfellow Avenue
Essex Court — PTW|East|Derby Road
Essex Court — PTW[Added 10-26-2010 by Ord. No. T.O. 36-2010]|West|Derby Road
Essex Road — GNK[Added 6-24-2003 by Ord. No. T.O. 28-2003]|South|Allenwood Road
Evans Avenue — ALB|Both|Chaffee Avenue
Evans Avenue — ALB|Both|Dewey Avenue
Evans Avenue — ALB[Added 10-22-2002 by Ord. No. T.O. 57-2002]|Both|Grant Avenue
Evans Avenue — ALB|Both|Searingtown Road
Evans Avenue — ALB|Both|Wentworth Avenue
Evans Street — NHP[Added 7-15-1997 by Ord. No. T.O. 23-1997]|Both|Cellar Avenue
Evans Street — NHP|Both|Gerard Avenue
Evans Street — NHP|Both|Haddon Road
Evans Street — NHP|Both|Sylvia Lane
Evans Street — NHP|East|New Hyde Park Road
Evergreen Avenue — NHP|Both|Terrace Boulevard
Evergreen Avenue — NHP[Added 10-25-2018 by Ord. No. T.O. 18-2018]|East|NHP Memorial High School Satellite parking lot entrance/exit (before crosswalk)
Evergreen Avenue — NHP[Added 3-12-2013 by Ord. No. T.O. 3-2013]|West|New Hyde Park Road
Evergreen Avenue — NHP[Added 10-25-2018 by Ord. No. T.O. 18-2018]|West|NHP Memorial High School Satellite parking lot entrance/exit
Evergreen Avenue — NNH|Both|Leonard Boulevard
Evergreen Avenue — PTW|North|Main Street
Executive Drive — NNH|Both|At the cul-de-sac in front of houses numbered 62 and 87 Executive Drive
Executive Drive — NNH|Both|Holiday Gate
Executive Drive — NNH|East|Old Courthouse Road
Executive Drive — NNH|North|At the cul-de-sac opposite No. 127 Executive Drive
Executive Drive — NNH|West|At the cul-de-sac in front of No. 139 Executive Drive
Executive Drive — NNH|West|Monterey Drive
Exeter Lane — MHT[Added 10-21-2003 by Ord. No. T.O. 41-2003]|South|Bayview Avenue
Exford Place — ALB|Both|Bethel Road
Exford Place — ALB|East|Devon Road
Stop Sign on|Direction of Travel|At Intersection of
* School crossing.
** Hinged-type sign.
Fairfield Avenue — CRL|Both|Park Avenue
Fairfield Avenue — CRL|East|Park Avenue
Fairfield Avenue — NNH|Both|Stewart Avenue
Fairfield Avenue — PTW|Both|Birch Street
Fairfield Avenue — PTW|Both|Harbor Hill Drive
Fairfield Avenue — PTW|North|Radcliff Avenue
Fairfield Avenue — PTW|South|Rockwood Avenue
Fairfield Avenue — PTW|Southeast|Radcliff Avenue
Fairfield Lane — NHP[Added 2-19-2002 by Ord. No. T.O. 11-2002]|East|Rhodes Street
Fairfield Lane — NHP|West|Rhodes Street
Fairview Avenue — PTW|Both|Elm Street
Fairview Avenue — PTW|Both|Orchard Street
Fairway Drive — PTW[Added 6-16-1998 by Ord. No. T.O. 26-1998]|East|West Shore Road (southbound)
Fairway Drive Extension (crosses the center median of West Shore Road) — PTW[Added 6-16-1998 by Ord. No. T.O. 26-1998]|East|West Shore Road (northbound)
Fairway Lane — MHT|Both|Country Club Drive
Falmouth Avenue — GCP|East|Denton Avenue
Falmouth Avenue — NHP|East|Leonard Boulevard
Falmouth Avenue — NHP[Added 3-12-2013 by Ord. No. T.O. 6-2013]|West|New Hyde Park Road
Falmouth Avenue — NHP|West|Terrace Boulevard
Falmouth Place — ALB[Added 12-10-2002 by Ord. No. T.O. 68-2002]|North|Hampton Avenue
Falmouth Place — ALB[Added 12-10-2002 by Ord. No. T.O. 68-2002]|South|Dorset Avenue
Fenimore Road — PTW[Added 9-12-2006 by Ord. No. T.O. 29-2006]|South|Argyle Road
Fenimore Road — PTW[Added 9-12-2006 by Ord. No. T.O. 29-2006]|North|Pine Street
Fieldston Street — NCS|Both|Oliver Avenue
Fieldston Street — NCS[Added 10-21-1997 by Ord. No. T.O. 36-1997]|North|Grand Boulevard
Fiesta Drive — RSN|Northeast|Sugar Maple Drive
Fifth Avenue — GCP|North|Bedford Avenue
Fifth Avenue — GCP|North|Broadway
Fifth Avenue — GCP|South|Dennis Street
Fifth Avenue — PTW[Added 7-20-2004 by Ord. No. T.O. 25-2004]|West|Main Street
Fifth Street — GCP|Both|Central Avenue
Fifth Street — GCP|Both|Old Stewart Avenue
Fifth Street — GCP[Added 6-17-2008 by Ord. No. T.O. 21-2008]|Southwest|Denton Avenue
Fir Drive — MHH[Added 3-31-2009 by Ord. No. T.O. 12-2009]|North|Larch Drive
First Avenue — NCS[Added 9-29-2009 by Ord. No. T.O. 23-2009]|Both|Fourth Street
First Avenue — NCS|Both|Sixth Street
First Avenue — WBT/NCS[Added 1-27-2004 by Ord. No. T.O. 6-2004]|Southwest|Park Avenue
First Place — GCP[Added 6-17-2008 by Ord. No. T.O. 21-2008]|Southwest|Denton Avenue
First Place — NCS|Both|Arlington Street
First Street — GCP|Both|Central Avenue
First Street — GCP[Added 10-1-2013 by Ord. No. T.O. 18-2013]|West|Old Stewart Avenue
Fish Avenue — ALB|Both|Funston Avenue
Flag Lane — NNH|North|Monterey Drive
Flower Hill Place — PTW[Added 2-11-2003 by Ord. No. T.O. 3-2003]|East|Haven Avenue
Flower Lane — NHP|Both|Evergreen Lane
Flower Lane — RHT|North|Yale Street
Foch Boulevard — NHP|Both|Center Street
Foch Boulevard — WLP|Both|Lafayette Street
Foch Boulevard — WWP|Both|Prospect Street
Forest Avenue — GNK|East|Station Road
Forest Avenue — GNK|West|West Birch Street
Forest Street — RHT|Both|Jefferson Avenue
Forest Street — RHT[Added 10-16-2007 by Ord. No. T.O. 37-2007]|East|Carlyle Place
Fourth Avenue — GCP|Both|Dennis Street
Fourth Avenue — NCS|Both|Sixth Street
Fourth Street — GCP|Both|Old Stewart Avenue
Fourth Street — GCP[Added 6-17-2008 by Ord. No. T.O. 21-2008]|Southwest|Denton Avenue
Fourth Street — NCS[Added 9-29-2009 by Ord. No. T.O. 23-2009]|Southeast|First Avenue
Foxcroft Road — MHT[Added 3-1-2005 by Ord. No. T.O. 3-2005]|North|Rockcrest Road
Francis Drive — PTW|Both|Sandy Hollow Road
Francis Drive — PTW|North|Roger Drive
Franklin Avenue — NHP|Both|Irons Place
Franklin Avenue — NHP|South|Kamda Boulevard
Franklin Avenue — PTW[Added 2-11-2003 by Ord. No. T.O. 3-2003]|Both|Belleview Avenue
Franklin Avenue — PTW|East|East Haven Avenue
Franklin Avenue — PTW|West|Mackay Avenue
Frost Street — NCS[Added 10-21-1997 by Ord. No. T.O. 36-1997]|North|Summa Avenue
123 Frost Street (egress driveway) — NCS[Added 10-21-1997 by Ord. No. T.O. 36-1997]|South|Summa Avenue
Fulton Avenue — GCP[Added 2-15-2000 by Ord. No. T.O. 4-2000]|Both|County Courthouse Road
Fulton Avenue — GCP|Both|Hilton Avenue
Fulton Avenue — GCP|Both|Nassau Boulevard
Fulton Avenue — GCP|Both|Thorens Avenue
Fulton Avenue — GCP[Added 5-24-2005 by Ord. No. T.O. 19-2005]|West|Fifth Avenue
Funston Avenue — ALB|Both|McKinley Avenue
Stop Sign on|Direction of Travel|At Intersection of
* School crossing.
** Hinged-type sign.
Garden Avenue — CRL|Both|Cherry Lane
Garden Avenue — CRL[Added 5-11-2004 by Ord. No. T.O. 16-2004]|East|Douglas Street
Garden Avenue — CRL|South|Roosevelt Court
Garden Drive — ALB|Both|Deepdale Parkway
Garden Drive — ALB|West|Greenway
Garden Street — NCS|Both|Main Street
Garden Street — NCS|Both|Park Avenue
Garden Street — NCS[Amended 2-15-2012 by Ord. No. T.O. 4-2012]|Both|Broadway
Garden Street — NCS[Added 10-21-1997 by Ord. No. T.O. 36-1997]|South|Grand Boulevard
Garden Street — NCS[Added 2-15-2012 by Ord. No. T.O. 4-2012]|South|Railroad Avenue
Garden Street — NCS/WBY[Added 5-13-2014 by Ord. No. T.O. 6-2014]|North|Prospect Avenue
Garden Street — NCS/WBY[Added 5-13-2014 by Ord. No. T.O. 6-2014]|South|Prospect Avenue
Garden Street — RHT|Both|Carlyle Place
Garden Street — RHT|Both|Jefferson Avenue
Garden Street — RHT|Both|Madison Avenue
Garden Street — RHT|Both|Plympton Avenue
Garden Street — RHT|West|Burnham Avenue
Garden Turnpike — MHT[Added 4-11-2006 by Ord. No. T.O. 14-2006]|South|Country Club Drive
Garfield Place — RHT|North|MacGregor Avenue
Garfield Place — RHT|South|Powerhouse Road North
Gateway — RHT[Added 7-29-2008 by Ord. No. T.O. 22-2008]|East|West Court
Gaynor Avenue — MHT[Added 6-5-2001 by Ord. No. T.O. 19-2001]|East|Lindbergh Street
Gaynor Avenue — MHT[Added 2-16-2010 by Ord. No. T.O. 6-2010; 4-9-2019 by Ord. No. T.O. 10-2019]|West|Plandome Road
George Street — MHT|East|Onderdonk Avenue
George Street — MHT|West|Plandome Road
Gerard Avenue — NHP|Both|Evans Street
Gerard Avenue — NHP|Both|Lawrence Street
Gilford Avenue — GCP|East|Denton Avenue
Gilford Avenue — NHP[Added 9-30-1997 by Ord. No. T.O. 33-1997]|Both|Gould Street
Glamford Avenue — PTW|South|Valley Road
Glamford Road — PTW|North|Radcliff Avenue
Glen Lane — PTW[Added 2-24-2006 by Ord. No. T.O. 8-2006]|Both|Lewis Lane
Glen Lane — PTW|Both|Roger Drive
Glen Lane — PTW|Both|Sandy Hollow Road
Glen Lane — PTW|South|Lions Field egress
Gordon Drive — HRK[Added 12-18-2018 by Ord. No. T.O. 23-2018]|South|Lafayette Street
Gould Street — NHP|Both|Aladdin Avenue
Gould Street — NHP[Added 9-30-1997 by Ord. No. T.O. 33-1997]|Both|Gilford Avenue
Gould Street — NHP|Both|West End Avenue
Gould Street — NHP[Added 9-21-1999 by Ord. No. T.O. 32-1999]|North|Jasmine Avenue
Gould Street — NHP|South|Belmont Avenue
Grand Boulevard — NCS[Added 11-13-2001 by Ord. No. T.O. 44-2001]|Northwest|Garden Street
Grand Boulevard — NCS[Added 11-13-2001 by Ord. No. T.O. 44-2001]|Northwest|Grand Street
Grand Boulevard — NCS[Added 11-13-2001 by Ord. No. T.O. 44-2001]|Southeast|Dayton Street
Grand Boulevard — NCS[Added 11-13-2001 by Ord. No. T.O. 44-2001]|Southeast|Grayston Street
Grand Boulevard — NCS[Added 10-21-1997 by Ord. No. T.O. 36-1997] (north side)|Southeast|Oliver Avenue (south side) and Swalm Street
Grand Street — NCS|Both|Broadway
Grand Street — NCS|Both|Prospect Street
Grand Street — NCS[Added 10-21-1997 by Ord. No. T.O. 36-1997]|South|Grand Boulevard
Grand Street — NCS[Added 2-15-2012 by Ord. No. T.O. 4-2012]|South|Railroad Avenue
Grandview Avenue — GNK|East|Clark Drive
Grandview Avenue — GNK|West|Manor Drive
Grandview Avenue — MHT|Both|Spinney Hill Drive
Grant Avenue — ALB|Both|Crosby Avenue
Grant Avenue — ALB|Both|Evans Avenue
Grant Avenue — ALB[Added 6-1-2004 by Ord. No. T.O. 17-2004]|North|I.U. Willets Road
Grayston Street — NCS|Both|Oliver Avenue
Grayston Street — NCS[Added 10-21-1997 by Ord. No. T.O. 36-1997]|North|Grand Boulevard
Great Neck North Water Authority egress driveway (located approximately 790 south west, then south, of the west curbline of Great Neck Road) — GNK[Added 8-29-2001 by Ord. No. T.O. 32-2001]|East|Water Mill Lane
Great Neck North Water Authority egress driveway — GNK[Added 8-29-2001 by Ord. No. T.O. 32-2001]|South|Water Mill Lane
Great Oak Road — MHT[Added 6-6-2000 by Ord. No. T.O. 22-2000]|East|Pickwick Road
Great Oak Road — MHT[Added 5-21-2019 by Ord. No. T.O. 20-2019]|West|Deepdale Drive
Green Drive — ALB|East|Piper Drive
Green Drive — SRT|Both|Capri Drive
Green Drive — SRT|East|Reed Drive
Greenway — NHP[Added 1-4-2000 by Ord. No. T.O. 1-2000]|West|Greenway East
Greenway — NHP[Added 1-4-2000 by Ord. No. T.O. 1-2000]|West|Greenway West
Greenway East — NHP|Both|North Drive
Greenway East — NHP|Both|South Drive
Greenway East — NHP|North|Old Courthouse Road
Greenway East — NHP|South|Greenway
Greenway West — NHP|Both|North Drive
Greenway West — NHP|Both|South Drive
Greenway West — NHP|North|Old Courthouse Road
Greenway West — NHP[Added 1-4-2000 by Ord. No. T.O. 1-2000]|South|Greenway
Groton Lane — MHT|Both|Bayview Avenue
Grove Place — PTW|West|Glamford Avenue
Guilford Avenue — NHP|East|Leonard Boulevard
Guilford Road — PTW|Both|Lynn Road
Guilford Road — PTW|Both|Newberry Road
Guilford Road — PTW[Added 8-10-2004 by Ord. No. T.O. 26-2004]|South|Wakefield Avenue
Guilford Road — PTW|West|Lowell Road
Stop Sign on|Direction of Travel|At Intersection of
* School crossing.
** Hinged-type sign.
Haddon Road — NHP|Both|Campbell Street
Haddon Road — NHP|Both|Patton Boulevard
Haddon Road — NHP|South|Eric Lane
Haddon Road — NNH|Both|Nugent Street
Haddon Road — NNH|Both|Sylvia Lane
Hamilton Drive — HRK|Both|Woods Lane
Hamilton Drive — RSN|Both|Peppermill Road
Hamilton Drive — RSN|West|Shrub Hollow Road North
Hampton Avenue — ALB[Added 5-15-2001 by Ord. No. T.O. 16-2001]|Both|Bethel Road
Hampton Avenue — ALB|Both|Devon Road
Hampton Avenue — ALB|Both|Lynton Road
Hampton Avenue — ALB[Added 12-10-2002 by Ord. No. T.O. 66-2002]|West|Willis Avenue
Hampton Court — PTW|Both|Longview Road
Hampton Road — GNK[Added 2-17-2004 by Ord. No. T.O. 7-2004]|North|Somerset Drive North
Hampton Road — GNK[Added 2-17-2004 by Ord. No. T.O. 7-2004]|Southeast|Rutland Road
Hampton Road — PTW|North|Longview Road
Hampton Road — PTW|South|Beacon Hill Road
Harbor Hill Drive — PTW|Both|Oakland Avenue
Harbor Hill Drive — PTW|East|Middle Neck Road
Harbor Park Drive North — PTW|East|Industrial Park Drive
Harbor Park Drive South — PTW|East|Industrial Park Drive
Harbor Road — PTW|Both|Bay Green Lane
Harbor Road — PTW[Added 12-13-2011 by Ord. No. T.O. 30-2011]|Both|Charles Avenue
Harbor Road — PTW[Added 11-15-2005 by Ord. No. T.O. 35-2005]|Both|Valley Road
Harbor Road — PTW[Added 12-13-2011 by Ord. No. T.O. 30-2011]|South|Sands Point Nursing Home egress driveway (approximately 450 feet west of the west curbline of Port Washington Boulevard)
Harborview egress driveway (at the gatehouse) — PTW[Added 8-9-2005 by Ord. No. T.O. 26-2005]|South|Fairway Drive
Harding Avenue — RHT|West|Jefferson Avenue
Harrow Lane — MHT|Both|Sussex Drive
Harrow Lane — MHT|Both|Winchester Drive
Harrow Lane — MHT[Added 4-25-2017 by Ord. No. T.O. 10-2017]|East|Mayfair Lane
Harrow Lane — MHT|West|Dover Road
Harrow Lane — MHT[Added 4-25-2017 by Ord. No. T.O. 10-2017]|West|Mayfair Lane
Harvard Street — CRL|Both|Carle Road
Harvard Street — CRL|West|Cherry Lane
Harvard Street — NHP|Both|Sperry Boulevard
Harvard Street — NHP|North|Maple Drive
Harvard Street — RHT|Both|Manor Avenue
Haven Avenue — PTW|Both|Franklin Avenue
Haven Avenue — PTW[Added 8-31-2004 by Ord. No. T.O. 31-2004]|Both|Reid Avenue
Haven Avenue — PTW[Added 7-15-1997 by Ord. No. T.O. 21-1997]|North|Bayview Avenue
Haven Avenue — PTW[Added 4-28-1998 by Ord. No. T.O. 14-1998]|South|Bayview Avenue
Haven Avenue — PTW|South|Pine Street
Haven Avenue Parking Field No. 3, southern-most driveway — PTW[Added 4-28-1998 by Ord. No. T.O. 14-1998]|West|Haven Avenue (opposite Bayview Avenue)
